iter	RMSE
0	0.1395821371
1	0.1378027733
2	0.1361721588
3	0.1347492826
4	0.1335048305
5	0.1319656535
6	0.130598101
7	0.1292815505
8	0.1282996948
9	0.1272827513
10	0.1261587974
11	0.1252957571
12	0.1243255141
13	0.1233780614
14	0.1226049428
15	0.1217313163
16	0.1209950047
17	0.1202400246
18	0.1194893106
19	0.1188731101
20	0.1180815729
21	0.1174356521
22	0.1168548636
23	0.1164311811
24	0.1158419206
25	0.1153212385
26	0.1147463071
27	0.1141604486
28	0.1135527008
29	0.1130159789
30	0.1124909479
31	0.1119867785
32	0.1115123557
33	0.1111911914
34	0.1107778322
35	0.110269506
36	0.1098521429
37	0.1093793931
38	0.1088767769
39	0.1084841718
40	0.1081550442
41	0.1078068513
42	0.1074563792
43	0.1071533409
44	0.1067592748
45	0.1064696242
46	0.1061687217
47	0.1058337613
48	0.105583161
49	0.105197319
50	0.104907303
51	0.1046072851
52	0.1042527773
53	0.1040222044
54	0.1037116147
55	0.1033671461
56	0.1030544673
57	0.102761313
58	0.1024196266
59	0.1021920717
60	0.1019767084
61	0.1017670569
62	0.1015149665
63	0.1013937447
64	0.1011163375
65	0.1009591152
66	0.1007171549
67	0.1005145278
68	0.1002269087
69	0.1000398238
70	0.09983886357
71	0.09963804215
72	0.09945811612
73	0.09933896137
74	0.09900961376
75	0.09882875857
76	0.09857198081
77	0.09829261835
78	0.09812269931
79	0.09796574254
80	0.09774524739
81	0.09762466274
82	0.09750223823
83	0.09729007377
84	0.09716527021
85	0.09696146726
86	0.09679814062
87	0.09661791094
88	0.09650135745
89	0.09634859025
90	0.0961729419
91	0.09599997197
92	0.0958613758
93	0.09575033601
94	0.09559550339
95	0.09543726038
96	0.0951786851
97	0.09499891161
98	0.09480614338
99	0.09472076308
100	0.09459988702
101	0.09449573284
102	0.09440999812
103	0.09427695727
104	0.09401616386
105	0.09388584424
106	0.09374717422
107	0.09360545039
108	0.09342190481
109	0.09329948595
110	0.0931979185
111	0.093089959
112	0.0929135693
113	0.09276115927
114	0.09262094057
115	0.09249608676
116	0.09234715815
117	0.09218768418
118	0.09202398685
119	0.09187553655
120	0.09174235295
121	0.0915703389
122	0.09150647632
123	0.09139315417
124	0.09127358567
125	0.09106554768
126	0.09095366113
127	0.0908548328
128	0.09074360613
129	0.09060579906
130	0.09047330649
131	0.09030278947
132	0.09018098621
133	0.0901276469
134	0.09003618351
135	0.08992573344
136	0.08983765913
137	0.08977923082
138	0.08967631736
139	0.08956928997
140	0.08947221086
141	0.08935553716
142	0.08925324938
143	0.08910586748
144	0.08898243046
145	0.0888447894
146	0.08872266879
147	0.08861128578
148	0.08849714354
149	0.08836625906
150	0.08826077057
151	0.08808868791
152	0.08800654574
153	0.08788673084
154	0.08767346488
155	0.08758315766
156	0.08745178264
157	0.08735441147
158	0.08723193582
159	0.08712027216
160	0.08701721066
161	0.08693680084
162	0.08686325807
163	0.08676376218
164	0.08666527674
165	0.08657057865
166	0.08644224009
167	0.08631148748
168	0.0862113633
169	0.08614292872
170	0.08600712112
171	0.08597256406
172	0.08584838371
173	0.08567120769
174	0.08555300586
175	0.08542121675
176	0.08530190495
177	0.08522683804
178	0.08509472315
179	0.08494940693
180	0.08484268498
181	0.08475323933
182	0.0846869926
183	0.08461816568
184	0.08453023769
185	0.08440765685
186	0.08429842051
187	0.08419442678
188	0.08405364754
189	0.08397643833
190	0.08386880003
191	0.08377621581
192	0.08370456624
193	0.08362364479
194	0.08353558094
195	0.08341655741
196	0.08328224283
197	0.08319131333
198	0.0830261919
199	0.08291658795
200	0.08280980831
201	0.0827135597
202	0.08257509385
203	0.08238544047
204	0.08231588236
205	0.08220593796
206	0.08209070334
207	0.08200276034
208	0.08192422079
209	0.08180617873
210	0.08172493239
211	0.08153044636
212	0.08138355723
213	0.08123655068
214	0.08107391415
215	0.08100442775
216	0.0809392206
217	0.08083245858
218	0.08069562479
219	0.0806094135
220	0.08052102255
221	0.08042445799
222	0.08035990214
223	0.08028828286
224	0.08018150679
225	0.08009162942
226	0.07999284026
227	0.07993868027
228	0.07980196985
229	0.07975786354
230	0.07964954048
231	0.07950813876
232	0.07937884082
233	0.07925951563
234	0.0791091555
235	0.07900899802
236	0.078928578
237	0.07887218507
238	0.07874231477
239	0.07868589081
240	0.07853893454
241	0.07844393137
242	0.07834599734
243	0.07825517016
244	0.07817873088
245	0.07811207695
246	0.07800208198
247	0.07796462358
248	0.07790079648
249	0.0778338828
250	0.07772205931
251	0.07764804205
252	0.0775687171
253	0.07752504468
254	0.07741565885
255	0.07740574957
256	0.07729814938
257	0.07718641626
258	0.07710996715
259	0.07698914181
260	0.07691649373
261	0.07683754963
262	0.07673110216
263	0.07668923014
264	0.07660730515
265	0.0765145037
266	0.0764291016
267	0.07635577906
268	0.07623502362
269	0.07615656256
270	0.07605309996
271	0.07597672532
272	0.07591648831
273	0.07584604173
274	0.07573453172
275	0.07566330387
276	0.0755331331
277	0.07546543334
278	0.07537809609
279	0.07532662015
280	0.07526331859
281	0.07515339215
282	0.07511269674
283	0.07510485306
284	0.07508100835
285	0.07496985377
286	0.07494089022
287	0.07488957298
288	0.07481677231
289	0.07473935868
290	0.07463584448
291	0.07460155325
292	0.07453269824
293	0.0744344758
294	0.07437711967
295	0.07432827878
296	0.07420133238
297	0.07410274244
298	0.07406217251
299	0.07397761742
300	0.07388040523
301	0.07376185977
302	0.07370496408
303	0.07363202976
304	0.07358231294
305	0.07353974987
306	0.07348470155
307	0.07339033314
308	0.07330077924
309	0.07326614957
310	0.07320381891
311	0.0731285392
312	0.07308972511
313	0.07300888043
314	0.0729647787
315	0.07291124841
316	0.07283887025
317	0.07277093681
318	0.07273725849
319	0.07269558873
320	0.07266220786
321	0.07260225089
322	0.07259595481
323	0.07255386387
324	0.07241523492
325	0.07231616046
326	0.07230120074
327	0.07225544789
328	0.07215874235
329	0.07211506524
330	0.07206381622
